County,Zip,MedianIncome,TreeDBH,Good,Fair,Poor,TreeCount
Astoria,11101,64705.18055,8.373805855161788,2429,623,193,3245
Astoria,11102,64705.18055,9.77925211097708,1319,258,81,1658
Astoria,11103,64705.18055,9.323411816970236,1875,294,82,2251
Astoria,11105,64705.18055,11.890159574468084,3085,550,125,3760
Astoria,11106,64705.18055,11.555258942872396,1586,228,59,1873
Battery Park/Tribeca,10280,137034.3496,8.155555555555555,349,40,16,405
Battery Park/Tribeca,10004,137034.3496,6.658119658119658,97,17,3,117
Battery Park/Tribeca,10006,137034.3496,6.375,42,6,0,48
Battery Park/Tribeca,10282,137034.3496,7.930434782608696,216,12,2,230
Battery Park/Tribeca,10281,137034.3496,7.71830985915493,48,20,3,71
Battery Park/Tribeca,10007,137034.3496,6.284023668639053,274,49,15,338
Battery Park/Tribeca,10013,137034.3496,6.782685512367491,768,274,90,1132
Bay Ridge,11209,72221.47289,14.599898921832883,5203,588,145,5936
Bayside,11360,88873.98685,14.194154488517745,1882,431,82,2395
Bayside,11361,88873.98685,14.5,4891,814,233,5938
Bayside,11364,88873.98685,15.603030753231318,5555,923,253,6731
Bedford Park,10458,35830.27778,8.631382316313823,2559,508,145,3212
Bedford Park,10468,35830.27778,10.302589570769776,2273,459,87,2819
Bedford Stuyvesant,11205,44361.8305,10.93026941362916,2129,328,67,2524
Bensonhurst,11214,56124.2671,12.29734939759036,3512,536,102,4150
Bensonhurst,11223,56124.2671,15.032375979112272,4597,939,209,5745
Bensonhurst,11230,56124.2671,13.70981828426539,5452,1258,389,7099
Borough Park,11204,48431.84671,14.825915369436528,3978,439,144,4561
Borough Park,11219,48431.84671,12.414359455654624,3590,530,142,4262
Brownsville,11212,30357.96822,12.783878213127029,3461,451,95,4007
Bushwick,11221,48455.40524,10.18216740800647,4058,744,144,4946
Bushwick,11237,48455.40524,8.388647866955893,1892,665,209,2766
Bushwick,11207,48455.40524,9.53876763535512,6564,1387,342,8293
Canarsie,11234,77512.04523,15.837054807159992,9227,1270,341,10838
Central Harlem,10026,51652.63407,9.537026568682872,1285,380,104,1769
Central Harlem,10030,51652.63407,8.534653465346535,1067,209,37,1313
Central Harlem,10001,51652.63407,7.365882352941177,719,100,31,850
Central Harlem,10031,51652.63407,8.759364820846905,1912,418,126,2456
Chelsea/Clinton,10018,114736.7635,6.047619047619048,384,38,19,441
Chelsea/Clinton,10036,114736.7635,7.866342648845687,605,158,60,823
Chelsea/Clinton,10019,114736.7635,7.672019765287215,1066,442,111,1619
Concourse/Highbridge,10451,29310.17463,7.599470666078518,1632,448,187,2267
Concourse/Highbridge,10452,29310.17463,8.336748182419035,2288,570,168,3026
Coney Island,11224,45189.74449,7.8433128147733635,1185,492,110,1787
Coney Island,11218,45189.74449,13.431041844577283,3878,638,168,4684
Crown Heights North,11238,51286.91597,11.151215602457922,3030,592,121,3743
Crown Heights North,11216,51286.91597,10.843731778425656,2765,558,107,3430
Crown Heights North,11233,51286.91597,10.383525822619308,3952,528,109,4589
Crown Heights South,11225,50709.17111,12.759942672877106,2326,393,72,2791
Crown Heights South,11213,50709.17111,12.355060034305318,2830,568,100,3498
East Flatbush,11203,56454.0865,14.34348974202722,4406,398,119,4923
East Flatbush,11236,56454.0865,14.941714462873971,4889,1229,333,6451
East Harlem,10029,33721.22858,8.043264942016057,1579,542,121,2242
East Harlem,10035,33721.22858,8.350989834135902,1438,292,139,1869
East New York,11208,39375.27536,8.27241641337386,6451,1053,392,7896
East New York,11239,39375.27536,11.144805876180484,800,100,53,953
East Tremont,10457,26979.00217,7.776584867075664,2720,920,272,3912
East Tremont,10460,26979.00217,8.04798962386511,2569,401,114,3084
Elmhurst/Corona,11368,49063.43964,11.045344325897188,3296,628,200,4124
Flatbush/Midwood,11226,55706.9446,11.463302752293576,3120,460,126,3706
Flatbush/Midwood,11210,55706.9446,13.983381642512075,4341,618,216,5175
Flushing,11354,56879.26184,13.445003594536304,4431,939,194,5564
Flushing,11355,56879.26184,12.932705788103345,4125,662,206,4993
Flushing,11367,56879.26184,13.864531529739407,4357,555,115,5027
Flushing,11358,56879.26184,15.018579562481271,5901,606,167,6674
Flushing,11371,56879.26184,11.85344827586207,98,14,4,116
Flushing,11356,56879.26184,11.254921928038016,2249,587,110,2946
Fresh Meadows/Briarwood,11365,69962.09785,14.84371492704826,5959,925,244,7128
Fresh Meadows/Briarwood,11366,69962.09785,14.883299110198497,2561,312,49,2922
Fresh Meadows/Briarwood,11435,69962.09785,13.103289625028756,3633,557,157,4347
Greenwich Village,10012,137034.3496,8.432038834951456,725,238,67,1030
Greenwich Village,10003,137034.3496,9.077200205867216,1480,361,102,1943
Greenwich Village,10011,137034.3496,8.815196078431372,1769,195,76,2040
Greenwich Village,10014,137034.3496,9.023571713943268,1918,460,125,2503
Howard Beach,11414,75510.69217,12.275964391691394,3487,709,185,4381
Hunts Point,10474,27381.74082,5.970349309504468,2022,328,112,2462
Jackson Heights,11372,60732.76396,11.439619651347067,2510,503,142,3155
Jamaica/St. Albans,11432,65419.78924,12.701889644746789,5579,831,205,6615
Jamaica/St. Albans,11433,65419.78924,12.593085860017002,2962,429,138,3529
Jamaica/St. Albans,11434,65419.78924,12.516149623388229,6797,816,220,7833
Jamaica/St. Albans,11436,65419.78924,14.97054945054945,2014,224,37,2275
Jamaica/St. Albans,11412,65419.78924,14.570593525179856,4112,283,53,4448
Lower East Side,10002,47417.70816,8.459221501390177,1656,387,115,2158
Manhattanville,10027,54614.27762,8.17469244288225,2214,443,188,2845
Midtown Business District,10016,114736.7635,8.307563025210085,1206,445,134,1785
Midtown Business District,10017,114736.7635,7.676108374384237,592,165,55,812
Midtown Business District,10022,114736.7635,8.013341804320204,1172,311,91,1574
Morrisania,10456,26979.00217,8.375599360681939,3042,529,183,3754
Morrisania,10459,26979.00217,8.521649484536082,2436,387,87,2910
Mott Haven,10454,27381.74082,7.868595539481616,1297,302,60,1659
Mott Haven,10455,27381.74082,8.087368421052632,1523,299,78,1900
Mott Haven,10037,27381.74082,8.784522003034901,512,114,33,659
Crown Heights South,11215,125050.9115,11.545040650406504,5007,896,247,6150
Pelham Parkway,10461,51104.05692,11.495910780669146,4780,447,153,5380
Pelham Parkway,10467,51104.05692,11.352047070360385,3388,530,161,4079
Queens Village,11427,90920.2133,14.185176243360695,3056,906,180,4142
Queens Village,11428,90920.2133,13.867304015296368,1907,550,158,2615
Queens Village,11429,90920.2133,13.980227023068473,2289,301,141,2731
Rego Park/Forest Hills,11374,79573.97737,12.893434169817809,2300,482,127,2909
Rego Park/Forest Hills,11375,79573.97737,13.22797389498665,5566,981,195,6742
Ridgewood/Glendale,11385,69883.56942,12.116643929058664,7428,2148,686,10262
Riverdale,10463,69235.14898,11.151984238671544,2896,495,162,3553
Riverdale,10471,69235.14898,13.381374722838135,1505,255,44,1804
Sheepshead Bay,11229,61037.90299,15.235844155844156,4623,857,295,5775
Sheepshead Bay,11235,61037.90299,12.978794877178249,3228,1276,259,4763
South Beach,10305,82874.41499,10.613865862848533,5496,887,252,6635
St. George,10301,62692.60914,13.175462882851704,4776,782,221,5779
Sunnyside/Woodside,11377,67543.42229,12.27750046219264,4435,764,210,5409
Sunset Park,11220,50731.6078,11.489438202247191,3744,535,171,4450
Sunset Park,11232,50731.6078,8.085628442663996,1653,276,68,1997
The Rockaways,11693,58710.09603,7.897334649555775,518,288,207,1013
The Rockaways,11691,58710.09603,8.813315926892951,3761,1258,343,5362
The Rockaways,11694,58710.09603,8.053841309823678,1958,833,385,3176
The Rockaways,11697,58710.09603,4.666666666666667,0,8,16,24
The Rockaways,11692,58710.09603,4.962962962962963,1122,523,218,1863
Throgs Neck,10465,57056.51172,12.18865671641791,4437,459,129,5025
Tottenville,10307,91101.95052,9.68691059977367,4548,578,176,5302
Tottenville,10309,91101.95052,8.871303485874773,9889,1623,593,12105
Tottenville,10314,91101.95052,11.037721984078384,13328,2340,662,16330
Tottenville,10306,91101.95052,13.3464648065948,10446,1801,369,12616
Tottenville,10312,91101.95052,9.823375163888368,16691,3594,1071,21356
Tottenville,10304,91101.95052,11.128450106157112,4738,720,194,5652
Tottenville,10303,91101.95052,8.30586319218241,2318,534,218,3070
Tottenville,10308,91101.95052,11.02527181898325,5223,1246,337,6806
Tottenville,10302,91101.95052,11.391380060949064,2054,177,66,2297
Tottenville,10310,91101.95052,12.069547796222096,3162,253,79,3494
Unionport/Soundview,10462,41268.9323,9.583745059288535,3491,432,125,4048
Unionport/Soundview,10472,41268.9323,9.901544986367767,2852,348,101,3301
Unionport/Soundview,10473,41268.9323,10.087110481586402,3654,453,129,4236
University Heights,10453,27128.20618,7.536534446764092,2249,520,105,2874
Upper East Side,10021,114935.3283,9.348541114058357,1368,350,167,1885
Upper East Side,10028,114935.3283,9.33527696793003,1229,354,132,1715
Upper East Side,10065,114935.3283,8.891316220644457,1217,457,157,1831
Upper East Side,10075,114935.3283,9.795637198622272,647,147,77,871
Upper East Side,10128,114935.3283,9.599803343166174,1502,394,138,2034
Upper West Side,10023,113349.054,8.64275987290059,1756,375,72,2203
Upper West Side,10024,113349.054,11.27205199628598,2763,370,98,3231
Upper West Side,10025,113349.054,9.32997198879552,2796,576,198,3570
Upper West Side,10069,113349.054,4.955357142857143,56,55,1,112
Washington Heights,10033,50828.08559,8.174946004319654,1301,414,137,1852
Washington Heights,10032,50828.08559,8.376447876447877,1481,418,173,2072
Washington Heights,10040,50828.08559,7.581667815299793,1012,337,102,1451
Washington Heights,10039,50828.08559,8.967616580310882,664,92,16,772
Williamsbridge,10466,53255.73583,12.623360399750156,4151,503,149,4803
Williamsbridge,10469,53255.73583,12.75403608736942,5378,731,209,6318
Woodhaven,11421,67837.34297,15.882136279926335,2328,328,59,2715
